PIC,dm_name,sdso,state,district,river,incharge,ht_found,cmp_year,basin,mx_wt_lel,frl,gs_st_cap,ds_sp_cap,dm_length,dm_type,purpose,latitude,longitude,Longitude,Latitude
AP01MH0076,Yerrakalva,Andhra Pradesh,Andhra Pradesh,Eluru,Yerra Kalava,"Chief Engineer, Gds,Dowlaiswaram, Water Resources Department",19.79,2004,EFR between Mahanadi and Pennar,83.5,83.5,125.44,1370.0,60,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 5' 59.000"" N","81° 15' 24.000"" E",4132074.2026999965,3249736.0566999987
AP01LH0077,Dharakalava Reservoir,Andhra Pradesh,Andhra Pradesh,,Konda Kaluva,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",20.12,2004,EFR between Mahanadi and Pennar,115.0,113.0,2.463,228.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 20' 20.000"" N","82° 14' 12.000"" E",4234649.481399998,3277141.6955999993
AP01MH0078,Maddigedda Reservoir,Andhra Pradesh,Andhra Pradesh,Alluri Sitharama Raju,Maddi Gedda,"Chief Engineer, Gds,Dowlaiswaram, Water Resources Department",27.0,2004,EFR between Mahanadi and Pennar,188.0,188.0,13.87,969.0,802,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 29' 48.000"" N","82° 0' 59.000"" E",4211295.110100001,3294023.9948000014
AP01HH0079,Kovvadda Kalva,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Gds,Dowlaiswaram, Water Resources Department",32.0,2004,Godavari,90.5,90.5,12.45,630.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 11' 53.000"" N","81° 30' 32.000"" E",4158466.4587000012,3260741.254999999
AP01MH0080,Earlakatta Tank,Andhra Pradesh,Andhra Pradesh,prakasam,Pedda Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",17.0,2007,EFR between Mahanadi and Pennar,302.5,301.0,1.369,201.295,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 45' 44.000"" N","78° 58' 59.000"" E",3892063.3352999985,3103160.2718
AP01HH0081,Veligallu,Andhra Pradesh,Andhra Pradesh,,Papagni,"Chief Engineer, Projects,Kadapa, Department: Water Resources Department",44.0,2008,Pennar,421.0,420.0,13.147,4275.9,0,·  ZONED EARTHEN DAM,Irrigation / Water Supply / Tourism / Flood Control / Fishing,"14° 1' 20.000"" N","78° 27' 54.000"" E",3834997.451200001,2912544.4598000012
AP01LH0082,Swarnamukhi Barrage,Andhra Pradesh,Andhra Pradesh,Tirupati,Swarnamukhi,"Chief Engineer,Ntr Tgp,Tirupati,Water Resources Department",10.6,2008,EFR between Pennar and Kanyakumari,13.205,9.0,30.29,6450.0,0,,Irrigation,"14° 0' 25.000"" N","80° 4' 11.000"" E",4007495.667000003,2909965.3812000006
AP01MH0083,N.T.R. T.G.P-Subsidiary Reservoir No 1,Andhra Pradesh,Andhra Pradesh,,Krishna,"Chief Engineer, Projects,Kadapa, Department: Water Resources Department",28.0,2005,Pennar,224.0,223.0,60.45,350.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Fishing,"14° 50' 48.000"" N","78° 43' 7.000"" E",3863082.745099999,3002934.806400001
AP01LH0084,Akkapalem Tank,Andhra Pradesh,Andhra Pradesh,prakasam,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.1,2023,EFR between Mahanadi and Pennar,203.29,202.38,1.853,144.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 7' 57.000"" N","80° 34' 34.000"" E",4060534.5934000015,3252852.929299999
AP01LH0085,Ananthasagaram Tank,Andhra Pradesh,Andhra Pradesh,Sri Potti Sriramulu Nellore,Keta Maneru Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",14.0,1520,Pennar,76.19,74.67,21.13,150.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 33' 22.000"" N","79° 22' 17.000"" E",3932689.3244000003,2970532.3209999986
AP01LH0086,Chennapatnam Cheruvu,Andhra Pradesh,Andhra Pradesh,Chittoor,Pedda Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,650.918,650.318,1.676,19.54,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 27' 37.000"" N","78° 50' 36.000"" E",3875156.445600003,2850238.0681000017
AP01LH0087,"Chikkavadiyar, Anantapur",Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.54,1600,Pennar,348.996,348.235,11.948,501.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 41' 1.000"" N","77° 37' 20.000"" E",3745639.086000003,2986542.9437000006
AP01MH0089,Chinnagottigallu Tank,Andhra Pradesh,Andhra Pradesh,,Local Nala,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",18.0,1600,Pennar,527.1,526.2,2.305,168.51,0,,Irrigation,"13° 38' 59.000"" N","79° 5' 33.000"" E",3902184.0813999996,2870926.7591000013
AP01LH0090,Chinna Tippa Samudram Tank,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.2,1600,Pennar,129.65,128.65,5.947,354.0,0,,Irrigation,"13° 30' 35.000"" N","78° 32' 35.000"" E",3842803.708499998,2855990.7424999997
AP01LH0091,Chintakuntavagu,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",13.0,1900,Pennar,240.6,241.8,1.982,66.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 42' 0.000"" N","78° 19' 0.000"" E",3819943.990500003,2987273.2476999983
AP01MH0092,"Gandicheruvu, Verabhadrapuram",Andhra Pradesh,Andhra Pradesh,prakasam,Chennavaram Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",19.17,2023,EFR between Mahanadi and Pennar,290.06,287.62,3.535,83.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"16° 4' 50.000"" N","79° 11' 42.000"" E",3914757.7312999964,3137891.4114000015
AP01MH0094,Gullur Tank,Andhra Pradesh,Andhra Pradesh,Tirupati,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",15.0,1600,EFR between Pennar and Kanyakumari,182.6,181.6,7.9,25.5,1730,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 29' 9.000"" N","79° 31' 37.000"" E",3948950.248999998,2852629.4930000007
AP01MH0095,Gundlamotu Reservoir,Andhra Pradesh,Andhra Pradesh,prakasam,Enumaleru R,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",16.0,2023,Pennar,324.85,323.0,1.832,651.29,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 21' 11.000"" N","78° 49' 10.000"" E",3874322.3830000013,3058429.9092999995
AP01LH0096,Haresamudram Big Tank,Andhra Pradesh,Andhra Pradesh,,Local Nala,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,650.17,649.4,3.03,205.77,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 54' 16.000"" N","77° 18' 19.000"" E",3710098.725900002,2901448.6306000017
AP01LH0097,Jajigedda Reservoir,Andhra Pradesh,Andhra Pradesh,,Sarpa,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",14.81,2023,EFR between Mahanadi and Pennar,117.65,116.75,2.293,6230.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 40' 1.000"" N","82° 45' 4.000"" E",4287914.3266,3313915.5747999996
AP01LH0098,Kampasamudram New Tank,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.2,0,Pennar,0.0,0.0,2.163,208.82,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 46' 17.000"" N","79° 14' 6.000"" E",3918213.6128999963,2994264.0832
AP01LH0099,Koduru Reservoir,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,684.0,683.39,1.658,750.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 51' 59.000"" N","77° 43' 34.000"" E",3755300.514899999,2896459.3698999994
AP01MH0100,Kushavathi Reservoir,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",17.47,2023,Pennar,101.0,100.0,2.94,739.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 58' 32.000"" N","78° 31' 37.000"" E",3841602.1093999967,2907335.3770000003
AP01LH0101,M.V.Reservoir,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",13.4,2023,EFR between Mahanadi and Pennar,199.64,197.51,1.04,679.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 58' 23.000"" N","79° 11' 15.000"" E",3913263.1701999977,3016443.9373000003
AP01LH0102,Madakasira,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.0,1600,Pennar,684.05,682.96,3.056,82.88,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 55' 39.000"" N","77° 14' 48.000"" E",3703843.6868999973,2904109.216699999
AP01LH0103,Muthyalacheruvu,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.0,1600,Pennar,532.8,531.5,2.19,297.45,737,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 6' 45.000"" N","78° 4' 50.000"" E",3793809.853100002,2922988.3332
AP01LH0104,Panthulu Cheruvu,Andhra Pradesh,Andhra Pradesh,Sri Sathya Sai,Madduleru,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.0,1600,Pennar,551.21,550.45,5.23,139.94,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 2' 25.000"" N","78° 8' 25.000"" E",3800120.005400002,2914952.6356000006
AP01LH0105,"Pattikondavanka, Guttava",Andhra Pradesh,Andhra Pradesh,,Swarnamukhi,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.48,1600,EFR between Pennar and Kanyakumari,101.5,100.0,0.47,59.0,0,,Irrigation / Fishing,"13° 28' 31.000"" N","79° 10' 11.000"" E",3910394.1340999976,2851643.8103
AP01LH0106,Paya Cheruvu,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",14.0,1600,Pennar,100.6,100.0,1.557,2200.0,0,,Irrigation,"13° 26' 32.000"" N","78° 26' 55.000"" E",3832532.1115000024,2848656.3852000013
AP01LH0107,"Peddabadava, Tulasikrishan",Andhra Pradesh,Andhra Pradesh,Tirupati,Alan Kalva,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.74,1600,EFR between Pennar and Kanyakumari,117.9,117.3,0.516,31.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Flood Control / Fishing,"13° 25' 56.000"" N","79° 43' 20.000"" E",3970011.9411000013,2846661.0604000017
AP01LH0108,Pedda Rayala Cheruvu,Andhra Pradesh,Andhra Pradesh,Chittoor,Kaundinya,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.0,1600,EFR between Pennar and Kanyakumari,103.5,100.0,1.137,40.15,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 20' 12.000"" N","78° 43' 35.000"" E",3862411.2567000017,2836713.0084000006
AP01MH0109,Pedda Tippa Samudram Tank,Andhra Pradesh,Andhra Pradesh,Annamayya,Pedda Eru,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",15.39,1600,Pennar,647.575,646.075,6.96,473.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 42' 4.000"" N","78° 11' 58.000"" E",3806001.388899997,2877514.915600002
AP01LH0111,Peruru Tank,Andhra Pradesh,Andhra Pradesh,,Pennar,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,176.285,175.365,1.689,96.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 36' 35.000"" N","79° 22' 30.000"" E",3932613.8620999977,2866352.214200001
AP01LH0113,"Rallakalva, Kaliyambaka",Andhra Pradesh,Andhra Pradesh,,Allikkuli,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,EFR between Pennar and Kanyakumari,89.6,89.0,1.618,73.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 19' 15.000"" N","79° 44' 2.000"" E",3971248.2312999964,2834371.4824
AP01MH0114,"Rao Cheruvu, Rajupalem",Andhra Pradesh,Andhra Pradesh,,Gundlapaya Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",16.0,1900,Pennar,101.0,100.0,5.65,113.83,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 9' 33.000"" N","78° 56' 29.000"" E",3887144.023500003,3037050.7216
AP01LH0115,Rayalacheruvu,Andhra Pradesh,Andhra Pradesh,,Kanuga Vanka,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,292.22,291.4,1.84,7346.0,720,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"15° 3' 32.000"" N","77° 48' 2.000"" E",3765358.0151000023,3027450.0632999986
AP01LH0116,Sankarayalapeta Tank,Andhra Pradesh,Andhra Pradesh,Chittoor,Local Nala,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",13.0,1600,EFR between Pennar and Kanyakumari,703.963,702.591,4.991,40.1,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 13' 56.000"" N","78° 36' 28.000"" E",3849484.1740000024,2825310.409600001
AP01LH0117,Seethacheru,Andhra Pradesh,Andhra Pradesh,,Pedda Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.83,1600,Pennar,100.6,100.0,2.427,104.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 23' 51.000"" N","78° 49' 11.000"" E",3872550.0649000034,2843335.6099000014
AP01LH0118,Sreerangarayani Cheruvu,Andhra Pradesh,Andhra Pradesh,Ananthapuramu,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.71,1600,Pennar,306.24,304.73,30.203,50.21,2169,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 47' 9.000"" N","77° 42' 35.000"" E",3755181.0688000023,2997618.906100001
AP01LH0119,Swamy Tank,Andhra Pradesh,Andhra Pradesh,,Pillaperu Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.58,1520,EFR between Mahanadi and Pennar,203.85,202.94,1.234,56.35,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 59' 38.000"" N","79° 7' 9.000"" E",3905982.7744000033,3018775.476500001
AP01LH0120,Sandrapalli Tank,Andhra Pradesh,Andhra Pradesh,,Tummmala Vagu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,2023,Pennar,101.0,100.0,1.57,685.26,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 39' 50.000"" N","79° 9' 1.000"" E",3909084.795900002,2982503.2206000015
AP01MH0121,"Tajangi Reservoir, Tajangi (V)",Andhra Pradesh,Andhra Pradesh,Alluri Sitharama Raju,Tajangi Gedda,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",17.3,2023,Godavari,745.8,745.2,1.36,283.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 52' 16.000"" N","82° 29' 46.000"" E",4260835.741499998,3335700.6180000007
AP01LH0122,Ura Tank,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",13.86,1520,EFR between Mahanadi and Pennar,118.87,118.57,1.132,283.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 0' 21.000"" N","78° 58' 14.000"" E",3890130.3627000004,3020194.559799999
AP01LH0123,Virupana Tank,Andhra Pradesh,Andhra Pradesh,Sri Sathya Sai,Vangaperu,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",12.0,2023,Pennar,428.41,427.95,1.035,600.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Hydropower,"14° 12' 59.000"" N","77° 45' 57.000"" E",3760185.7556999996,2934918.6556
AP01LH0124,Y.T.Cheruvu,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",10.0,1600,Pennar,367.44,366.83,9.387,592.4,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 9' 0.000"" N","77° 32' 59.000"" E",3738775.0094000027,3037892.0956000015
AP01LH0125,Dharmavaram Tank,Andhra Pradesh,Andhra Pradesh,Sri Sathya Sai,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.0,1800,Pennar,372.2,370.7,10.57,855.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"14° 24' 0.000"" N","77° 43' 1.000"" E",3755265.7946000025,2955199.231400002
AP01LH0126,Sir Aurther Cotton Barrage (Godavari Barrage),Andhra Pradesh,Andhra Pradesh,East Godavari,Godavari,"Chief Engineer, Gds,Dowlaiswaram, Water Resources Department",10.67,1982,Godavari,19.57,13.64,82.96,85250.0,0,,Irrigation / Navigation / Water Supply / Industrial / Tourism / Flood Control / Fishing / Other Benefits,"16° 56' 21.000"" N","81° 45' 55.000"" E",4185746.117700003,3232761.083799999
AP01MH0128,Chagallu Barrage,Andhra Pradesh,Andhra Pradesh,Ananthapuramu,Pennar,"Chief Engineer, Projects, Anantapur, Water Resources Department",21.43,2012,Pennar,265.93,265.93,42.47,9712.0,1768,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Flood Control,"14° 55' 4.000"" N","77° 49' 46.000"" E",3768200.9978,3011908.6147000007
AP01MH0129,Cheyyeru Project (Annamayya),Andhra Pradesh,Andhra Pradesh,,Cheyyeru,"Chief Engineer, Projects,Kadapa, Department: Water Resources Department",25.0,0,Pennar,203.6,203.6,63.47,8070.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 12' 49.000"" N","79° 1' 2.000"" E",3894503.4661,2933079.5205999985
AP01HH0130,Gorakallu Balancing Reservoir,Andhra Pradesh,Andhra Pradesh,Nandyal,Muni Madugu,"Chief Engineer, Projects,Kurnool, Water Resources Department",48.5,2016,Pennar,263.0,261.0,352.26,848.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 34' 25.000"" N","78° 24' 16.000"" E",3830418.5868000016,3083054.194699999
AP01HH0132,Janjavati Reservoir,Andhra Pradesh,Andhra Pradesh,Parvathipuram Manyam,,"Chief Engineer, North Coast, Visakhapatnam, Water Resources Department",34.0,2006,Nagavali,146.2,146.2,96.27,5585.0,4280,· HOMOGENEOUS EARTHEN DAM,Irrigation,"18° 45' 56.000"" N","83° 28' 43.000"" E",4361077.934699997,3435390.986200001
AP01HH0133,Kandaleru Balancing Reservoir,Andhra Pradesh,Andhra Pradesh,Sri Potti Sriramulu Nellore,,"Chief Engineer,Ntr Tgp,Tirupati,Water Resources Department",49.0,1996,EFR between Pennar and Kanyakumari,86.0,85.0,1926.39,50000.0,10752,· HOMOGENEOUS EARTHEN DAM,Irrigation,"14° 20' 32.000"" N","79° 37' 32.000"" E",3959842.4909999967,2946914.6744000018
AP01MH0135,Mallemadugu,Andhra Pradesh,Andhra Pradesh,Tirupati,,"Chief Engineer,Ntr Tgp,Tirupati,Water Resources Department",21.3,1990,EFR between Pennar and Kanyakumari,111.86,111.56,5.125,2548.5,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"13° 41' 0.000"" N","79° 31' 38.000"" E",3949053.283200003,2874401.5909
AP01MH0138,"N.T.R. Reservoir, Thatiparthi(V), Madugula(M)",Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",24.51,2023,EFR between Mahanadi and Pennar,113.5,112.0,5.77,16386.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 56' 25.000"" N","82° 45' 59.000"" E",4288927.2742,3343774.5995999984
AP01LH0139,Palair Reservoir,Andhra Pradesh,Andhra Pradesh,,Paleru,"Chief Engineer, Projects, Ongole, Water Resources Department",25.1,0,EFR between Mahanadi and Pennar,0.0,0.0,24.635,4842.0,0,,Irrigation,"15° 20' 30.000"" N","79° 44' 0.000"" E",3971608.963799998,3056680.7573999986
AP01MH0140,Peddagedda Reservoir,Andhra Pradesh,Andhra Pradesh,Parvathipuram Manyam,,"Chief Engineer, North Coast, Visakhapatnam, Water Resources Department",24.0,2007,EFR between Mahanadi and Pennar,213.8,213.8,27.13,1396.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"18° 28' 5.000"" N","83° 6' 59.000"" E",4324203.168799996,3402090.390999999
AP01HH0141,Penna Ahobilam (Dr. K.S.P.A.B.R.),Andhra Pradesh,Andhra Pradesh,Ananthapuramu,,"Chief Engineer, Projects, Anantapur, Water Resources Department",46.0,1994,Pennar,443.0,443.0,314.0,4596.0,0,•	ROCKFILL (EMBANKMENT),Irrigation / Hydropower / Water Supply / Industrial / Tourism / Flood Control / Fishing / Other Benefits,"14° 47' 25.000"" N","77° 17' 59.000"" E",3711368.4910999984,2998883.2956999987
AP01HH0142,Pulichintala Project,Andhra Pradesh,Andhra Pradesh,,Krishna,"Chief Engineer, Kds, Vijayawada, Water Resources Department",37.24,2004,Krishna,53.34,53.34,1296.02,57700.0,355,· HOMOGENEOUS EARTHEN DAM,Irrigation,"16° 46' 15.000"" N","80° 3' 24.000"" E",4005970.1406999975,3213192.8704999983
AP01MH0144,Thotapally Barrage,Andhra Pradesh,Andhra Pradesh,Parvathipuram Manyam,Nagavali,"Chief Engineer, North Coast, Visakhapatnam, Water Resources Department",23.0,2015,EFR between Mahanadi and Pennar,105.0,105.0,71.05,3234.0,0,,Irrigation,"18° 46' 59.000"" N","83° 29' 43.000"" E",4362760.265500002,3437340.332800001
AP01MH0145,"Urakagedda Reservoir, Sankaram (V), Madugula(M)",Andhra Pradesh,Andhra Pradesh,,Uraka Gedda,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",25.0,0,EFR between Mahanadi and Pennar,136.5,134.0,2.16,15651.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 56' 26.000"" N","82° 43' 30.000"" E",4284604.491400003,3343720.6658999994
AP01LH0146,Vadiyalacheru,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",11.21,0,EFR between Pennar and Kanyakumari,0.0,0.0,0.992,380.0,0,,Irrigation,"13° 18' 53.000"" N","78° 54' 27.000"" E",3881957.5688000023,2834127.7542999983
AP01LH0147,Vanaka Badigedda,Andhra Pradesh,Andhra Pradesh,Parvathipuram Manyam,,"Chief Engineer, Minor Medium, Vijayawada, Water Resources Department",13.0,0,EFR between Mahanadi and Pennar,0.0,0.0,56.317,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"18° 54' 1.000"" N","83° 25' 11.000"" E",4354610.2272000015,3449917.5738000013
AP01MH0148,Varadharajuswami Gudi,Andhra Pradesh,Andhra Pradesh,Nandyal,Munimadugula Eru,"Chief Engineer, Projects,Kurnool, Water Resources Department",22.0,2000,Krishna,370.0,370.0,11.04,1026.0,566,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 58' 11.000"" N","78° 38' 48.000"" E",3856578.972900003,3126196.4908999987
AP01HH0149,Yeleru Reservoir,Andhra Pradesh,Andhra Pradesh,Kakinada,,"Chief Engineer, Gds,Dowlaiswaram, Water Resources Department",43.0,1991,EFR between Mahanadi and Pennar,86.56,86.56,682.719,8070.0,0,•	CFRD (CONCRETE FACE ROCKFILL DAM),Irrigation,"17° 18' 42.000"" N","82° 4' 4.000"" E",4216976.254900001,3273897.5764999986
AP01MH0150,Velugodu Balancing Reservoir,Andhra Pradesh,Andhra Pradesh,Nandyal,,"Chief Engineer, Projects,Kurnool, Water Resources Department",28.0,1996,Pennar,264.7,264.7,479.97,1232.8,11640,· HOMOGENEOUS EARTHEN DAM,Irrigation,"15° 43' 27.000"" N","78° 35' 27.000"" E",3850393.0467000008,3099347.7452000007
AP01HH0151,N.T.R. T.G.P-Spvb Reservoir,Andhra Pradesh,Andhra Pradesh,,,"Chief Engineer, Projects,Kadapa, Department: Water Resources Department",50.5,2006,Pennar,217.5,216.5,502.199,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Industrial / Fishing,"14° 48' 17.000"" N","78° 53' 0.000"" E",3880646.5085000023,2998177.280200001
