SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
614,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 05:00,96.973
615,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 06:00,96.973
616,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 07:00,96.946
617,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 08:00,96.95
618,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 09:00,96.948
619,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 10:00,96.955
620,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 11:00,96.732
621,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 12:00,96.959
622,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 13:00,96.959
623,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 14:00,96.746
624,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 15:00,96.746
625,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 16:00,96.741
626,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 17:00,96.743
627,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 18:00,96.958
628,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 19:00,96.954
629,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 20:00,96.957
630,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 21:00,96.785
631,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 22:00,96.916
632,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 23:00,96.786
633,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 00:00,0
634,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 01:00,0
635,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 02:00,0
636,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 03:00,0
637,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 04:00,0
638,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 05:00,0
639,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 06:00,0
640,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 07:00,0
641,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 08:00,0
642,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 09:00,0
643,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 10:00,0
644,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 11:00,0
645,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 12:00,0
646,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 13:00,0
647,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 14:00,0
648,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 15:00,0
649,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 16:00,0
650,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 17:00,0
651,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 18:00,0
652,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 19:00,0
653,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 20:00,0
654,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 21:00,0
655,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 22:00,0
656,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-05-2008 23:00,0
657,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 00:00,96.757
658,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 01:00,96.756
659,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 02:00,96.758
660,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 03:00,96.75
661,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 04:00,96.783
662,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 05:00,96.76
663,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 06:00,96.916
664,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 07:00,96.918
665,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 08:00,96.905
666,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 09:00,96.918
667,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 10:00,96.906
668,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 11:00,96.911
669,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 12:00,96.907
670,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 13:00,96.927
671,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 14:00,96.937
672,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 15:00,96.927
673,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 16:00,96.931
674,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 17:00,96.936
675,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 18:00,96.943
676,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 19:00,96.94
677,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 20:00,96.937
678,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 21:00,96.931
679,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 22:00,96.934
680,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2008 23:00,96.925
681,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 00:00,96.93
682,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 01:00,96.929
683,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 02:00,96.933
684,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 03:00,96.937
685,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 04:00,96.936
686,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 05:00,96.936
687,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 06:00,96.944
688,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 07:00,96.972
689,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 08:00,96.971
690,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 09:00,96.975
691,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 10:00,96.972
692,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 11:00,96.973
693,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 12:00,96.972
694,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 14:00,96.822
695,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 15:00,96.971
696,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 16:00,96.974
697,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 17:00,96.974
698,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 18:00,96.971
699,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 19:00,96.971
700,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 20:00,96.733
701,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 21:00,96.968
702,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 22:00,96.971
703,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2009 23:00,96.943
704,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 00:00,96.945
705,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 01:00,96.947
706,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 02:00,96.95
707,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 03:00,96.939
708,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 04:00,96.949
709,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 05:00,96.944
710,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 06:00,96.942
711,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 07:00,96.763
712,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 08:00,96.931
713,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 09:00,96.929
714,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 10:00,96.94
715,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 11:00,96.937
716,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 13:00,96.954
717,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 14:00,96.955
718,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 15:00,96.957
719,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 16:00,96.957
720,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 17:00,96.956
721,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 18:00,96.965
722,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 19:00,96.958
723,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 20:00,96.959
724,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 21:00,96.957
725,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 22:00,96.963
726,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2010 23:00,96.96
727,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 00:00,96.961
728,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 01:00,96.96
729,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 02:00,96.964
730,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 03:00,96.963
731,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 04:00,96.956
732,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 05:00,96.959
733,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 06:00,96.959
734,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 07:00,96.959
735,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 08:00,96.954
736,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 09:00,96.944
737,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 10:00,96.785
